This sheet contains cases where the normalization of dc:language is being done by a match between the value of dc:language and a non-ambigouos language label in NAL. ,,,,,,,,,,,,,,,,,
"Table columns:
 - 'dc:language value': The value in the source metadata that was normalized. 
 - 'automatic normalization result': the language that the normalization algorithm matched to the dc:language value (may be more than one) 
 - 'is correct': the annotator indicates here if the result of the columns 'automatic normalization result' is correct, incorrect, or he cannot be sure.
 - 'manual normalization by annotator': if the automatic normalization is incorrect, the annotator may indicate here what is the correct matching language(s)
 - 'Examples': Links to records in the Europeana portal that contain this normalization case. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
dc:language value,automatic normalization result,,,is correct?,manual normalization by annotator,,,Examples,,,,,,,,,
bambara,bam(Bambara),,,y,,,,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb38516422d,,,,,,,,,
baskisch (?),eus(Basque),,,y,,,,http://data.europeana.eu/item/09428/objekt_start_fau_prj_ffbiz_dm_1_zeig_2075,,,,,,,,,
baskisch?,eus(Basque),,,y,,,,http://data.europeana.eu/item/09428/objekt_start_fau_prj_ffbiz_dm_1_zeig_1744,,,,,,,,,
basque,eus(Basque),,,y,,,,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb413418592,,,,,,,,,
bassari,bsc(Bassari),,,y,,,,http://data.europeana.eu/item/2059208/archives_items_35468_,http://data.europeana.eu/item/2059208/archives_items_35469_,http://data.europeana.eu/item/2059208/archives_items_35488_,http://data.europeana.eu/item/2059208/archives_items_35489_,http://data.europeana.eu/item/2059208/archives_items_35492_,http://data.europeana.eu/item/2059208/archives_items_35491_,http://data.europeana.eu/item/2059208/archives_items_35496_,,,
bengali,ben(Bangla),,,y,,,,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb41289748q,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb41330835m,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb413593303,,,,,,,
bhojpuri,bho(Bhojpuri),,,y,,,,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb414633781,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb41463698g,http://data.europeana.eu/item/2059219/data_sounds_ark__12148_cb41463987n,,,,,,,
białoruski,bel(Belarusian),,,y,,,,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19524,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19546,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19550,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19551,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19549,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19556,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19555,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19557,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19554,http://data.europeana.eu/item/09404/id_oai_dlibra_karta_org_pl_19552
bolgár,bul(Bulgarian),,,y,,,,http://data.europeana.eu/item/2051912/data_euscreenXL_1094236,http://data.europeana.eu/item/2051912/data_euscreenXL_1137268,http://data.europeana.eu/item/2051912/data_euscreenXL_1144048,http://data.europeana.eu/item/2051912/data_euscreenXL_1147170,http://data.europeana.eu/item/2051912/data_euscreenXL_1298092,http://data.europeana.eu/item/2051912/data_euscreenXL_1887708,http://data.europeana.eu/item/2051912/data_euscreenXL_1897060,http://data.europeana.eu/item/2051912/data_euscreenXL_1974658,http://data.europeana.eu/item/2051912/data_euscreenXL_2030224,http://data.europeana.eu/item/2051912/data_euscreenXL_2033672
bulgare,bul(Bulgarian),,,y,,,,http://data.europeana.eu/item/9200365/BibliographicResource_1000056016375,http://data.europeana.eu/item/2020601/attachments_154816_14914_154816_original_154816_jpg,,,,,,,,
catalan,cat(Catalan),,,y,,,,http://data.europeana.eu/item/91401/oai_cimu_aloes_0909296,http://data.europeana.eu/item/2020601/attachments_112723_10357_112723_original_112723_jpg,http://data.europeana.eu/item/2020601/attachments_112724_10357_112724_original_112724_jpg,http://data.europeana.eu/item/2020601/attachments_112725_10357_112725_original_112725_jpg,,,,,,
català,cat(Catalan),,,y,,,,http://data.europeana.eu/item/90901/nd_ark__59851_bmc001v7,http://data.europeana.eu/item/90901/nd_ark__59851_bmc0g3x0,http://data.europeana.eu/item/90901/nd_ark__59851_bmc0w054,http://data.europeana.eu/item/90901/nd_ark__59851_bmc1n8b8,http://data.europeana.eu/item/90901/nd_ark__59851_bmc25399,http://data.europeana.eu/item/90901/nd_ark__59851_bmc2j6p5,http://data.europeana.eu/item/90901/nd_ark__59851_bmc28218,http://data.europeana.eu/item/90901/nd_ark__59851_bmc3v198,http://data.europeana.eu/item/90901/nd_ark__59851_bmc474n2,http://data.europeana.eu/item/90901/nd_ark__59851_bmc417d3
