This sheet contains cases where the normalization of dc:language is being done by a match between the value of dc:language and the codes and labels of one or more langauages in NAL. ,,,,,,,,,,,,,,,,,
"Table columns:
 - 'dc:language value': The value in the source metadata that was normalized. 
 - 'automatic normalization result': the language that the normalization algorithm matched to the dc:language value (may be more than one) 
 - 'is correct': the annotator indicates here if the result of the columns 'automatic normalization result' is correct, incorrect, or he cannot be sure.
 - 'manual normalization by annotator': if the automatic normalization is incorrect, the annotator may indicate here what is the correct matching language(s)
 - 'Examples': Links to records in the Europeana portal that contain this normalization case. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
dc:language value,automatic normalization result,,,is correct?,manual normalization by annotator,,,Examples,,,,,,,,,
"francese, italiano",fra(French),ita(Italian),,y,,,,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_3913,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_3916,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_4970,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_5299,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_5372,,,,,
"francese, latino",fra(French),lat(Latin),,y,,,,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_5284,http://data.europeana.eu/item/2026104/Partage_Plus_ProvidedCHO_Soprintendenza_alla_Galleria_nazionale_d_arte_moderna_e_contemporanea_7127,,,,,,,,
français/italien,fra(French),ita(Italian),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10222,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8726,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9153,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9181,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9194,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9453,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9456,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9825,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9826,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9827
français/italien/latin,fra(French),ita(Italian),lat(Latin),y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8731,,,,,,,,,
français/italien/occitan,fra(French),oci(Occitan),ita(Italian),y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8728,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8730,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8729,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8727,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8732,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8733,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9154,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9200,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9199,
français/khmer,khm(Khmer),fra(French),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10864,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10865,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10866,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10867,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10868,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10870,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10869,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10872,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10871,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10873
français/occitan,fra(French),oci(Occitan),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_10053,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4034,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4037,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4035,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4036,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4038,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4039,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4047,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4042,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_4046
français/occitan/italien,fra(French),oci(Occitan),ita(Italian),y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9183,,,,,,,,,
fre - ita,fra(French),ita(Italian),,y,,,,http://data.europeana.eu/item/2022701/oai_gredos_usal_es_10366_117002,,,,,,,,,
fre ; eng,fra(French),eng(English),,y,,,,http://data.europeana.eu/item/91915/1D1C11D247D55D2D51329F6B7CCBA7E6364FB1B7,,,,,,,,,
