This sheet contains cases where the normalization of dc:language is being done by a match between the value of dc:language and the codes and labels of one or more langauages in NAL. ,,,,,,,,,,,,,,,,,
"Table columns:
 - 'dc:language value': The value in the source metadata that was normalized. 
 - 'automatic normalization result': the language that the normalization algorithm matched to the dc:language value (may be more than one) 
 - 'is correct': the annotator indicates here if the result of the columns 'automatic normalization result' is correct, incorrect, or he cannot be sure.
 - 'manual normalization by annotator': if the automatic normalization is incorrect, the annotator may indicate here what is the correct matching language(s)
 - 'Examples': Links to records in the Europeana portal that contain this normalization case. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
dc:language value,automatic normalization result,,,is correct?,manual normalization by annotator,,,Examples,,,,,,,,,
English ; French ; German,fra(French),deu(German),eng(English),y,,,,http://data.europeana.eu/item/2022092/10796_04728B3B_F875_465D_BF4B_F8B23D20835D_cho,http://data.europeana.eu/item/2022092/10796_11EA63C5_8027_4416_BFED_EF7BC3491E8C_cho,http://data.europeana.eu/item/2022092/10796_13CE10C1_3F03_4E37_82CB_925DF0412F4C_cho,http://data.europeana.eu/item/2022092/10796_20D6012F_890C_485C_9970_28E9C8718A0B_cho,http://data.europeana.eu/item/2022092/10796_24DE2F22_9812_4E1C_AD49_5DC63A0C836E_cho,http://data.europeana.eu/item/2022092/10796_7428BF00_5999_403F_BCE6_AC6E899051FF_cho,http://data.europeana.eu/item/2022092/10796_789AD7F2_CF3C_4249_9BEB_C259B78C13DA_cho,http://data.europeana.eu/item/2022092/10796_DA2118D9_A0FC_49D9_8983_ED9823FE17A5_cho,http://data.europeana.eu/item/2022092/10796_E1F56836_913E_4C74_8013_77D858EF68C0_cho,http://data.europeana.eu/item/2022092/10796_F373CA08_4A42_4098_BDA8_698D9E8097E2_cho
English ; German ; French,fra(French),deu(German),eng(English),y,,,,http://data.europeana.eu/item/2022092/10796_06339112_9041_4352_98E8_074931F180EF_cho,http://data.europeana.eu/item/2022092/10796_09C12070_4E6C_462E_98F4_033764E5CA06_cho,http://data.europeana.eu/item/2022092/10796_1F172A41_4E55_4B25_9B7B_620686517DEA_cho,http://data.europeana.eu/item/2022092/10796_33B90C36_74D2_44FC_8266_9205BA5F5626_cho,http://data.europeana.eu/item/2022092/10796_3E27D7A4_504A_42B5_9D39_7F909A728C23_cho,http://data.europeana.eu/item/2022092/10796_5C6C3A65_7835_4FEC_8661_1B8AED0BF49B_cho,http://data.europeana.eu/item/2022092/10796_7181A5D1_F43F_4EE6_BEE7_4E147DFE778D_cho,http://data.europeana.eu/item/2022092/10796_74301B51_B84C_40AA_B144_A1CC7B90CAD5_cho,http://data.europeana.eu/item/2022092/10796_C11B0BAB_CF2B_4A87_9DD0_11D950EBC0C0_cho,
English ; Spanish,spa(Spanish),eng(English),,y,,,,http://data.europeana.eu/item/2022092/10796_1AEBF7EF_79E9_4D64_9FD1_0721AD0505E0_cho,http://data.europeana.eu/item/2022092/10796_2D143BA9_612C_4AE5_8DCB_C9FEF0805BBA_cho,http://data.europeana.eu/item/2022092/10796_3868D1D0_3975_44E2_B537_D627F9C0F151_cho,http://data.europeana.eu/item/2022092/10796_7876ABBC_7426_48AE_A062_8A556FA30FB3_cho,http://data.europeana.eu/item/2022092/10796_93B834F3_7350_4BB3_B269_37F4348F854D_cho,,,,,
English Danish,dan(Danish),eng(English),,y,,,,http://data.europeana.eu/item/09221/EUS_0744A8674C4F42D98945D31550242EF4,http://data.europeana.eu/item/09221/EUS_0BA444BF4EF7420BB3435CA365B6F10B,http://data.europeana.eu/item/09221/EUS_25BC27EAC723495D98364966AF583E83,http://data.europeana.eu/item/09221/EUS_4E0406B6800F4983B2B51ECD264565DD,http://data.europeana.eu/item/09221/EUS_8B9DD7282A204FA4A0B92332FCE2E224,http://data.europeana.eu/item/09221/EUS_863FC904014E43CCAC639EED524FE3BA,http://data.europeana.eu/item/09221/EUS_9AEE48C644884C9ABD2FB25212C57118,http://data.europeana.eu/item/09221/EUS_B6274C6A3B14418E96F16C423D708C94,http://data.europeana.eu/item/09221/EUS_D7BC9EF2C6B344E38D2408CCC7ED6B0B,http://data.europeana.eu/item/09221/EUS_DBB71FBC5CA44A19AA67CA675B9EB5DA
English French,fra(French),eng(English),,y,,,,http://data.europeana.eu/item/09206/EUS_15CF6F8BA727430CB9E7070D59B3C223,http://data.europeana.eu/item/09206/EUS_9801D9E91B5F42F5A8662B101304CC81,http://data.europeana.eu/item/09206/EUS_FF74C32EDEC44E0E88919406E535C306,,,,,,,
English French Swedish,swe(Swedish),fra(French),eng(English),y,,,,http://data.europeana.eu/item/09210/EUS_355A10070CD549D392D13DD46C0EF6E5,,,,,,,,,
English Irish,gle(Irish),eng(English),,y,,,,http://data.europeana.eu/item/09212/EUS_3BAD4C91C2364736BDEEF45ED8F65FDF,http://data.europeana.eu/item/09212/EUS_9FB0E87971C942AAB2A7AB52637B7DFA,http://data.europeana.eu/item/09212/EUS_C7DB094A6BC043489B94367CF9997E43,http://data.europeana.eu/item/09212/EUS_EC38C1193A07429F978E771BDF758A2A,,,,,,
English Russian,rus(Russian),eng(English),,y,,,,http://data.europeana.eu/item/09210/EUS_D2B5453A8CAF427D9DDEEC38668F7DA6,http://data.europeana.eu/item/09210/EUS_F17D443DBC30423F92A613098B307A4B,,,,,,,,
English Slovenian,slv(Slovenian),eng(English),,y,,,,http://data.europeana.eu/item/09203/EUS_10D8EBC3A25E4A6D99ADBD8ACBA4BF89,http://data.europeana.eu/item/09203/EUS_D9ABC07B5C02498AB94DE8E815377A77,,,,,,,,
English Swedish,swe(Swedish),eng(English),,y,,,,http://data.europeana.eu/item/09210/EUS_00DC215F5DF44406B279F82CE8FA4F07,http://data.europeana.eu/item/09210/EUS_07C9B6BF08FC442D8848B92EE4CD7BA0,http://data.europeana.eu/item/09210/EUS_0C22C0EC1AE9480098BC532E3411FD41,http://data.europeana.eu/item/09210/EUS_0E96EC20A1E44ED994C6A346377AF9A0,http://data.europeana.eu/item/09210/EUS_0F738E34A9E641B4BC7249F13E09FBB1,http://data.europeana.eu/item/09210/EUS_199DF20D446D48A296C29DFC5049ECBB,http://data.europeana.eu/item/09210/EUS_1D68B7DC144F4F999765CC30A67F6020,http://data.europeana.eu/item/09210/EUS_2CD171B8734348CF9982C926C08A1178,http://data.europeana.eu/item/09210/EUS_313B24622D2541B8AE8E20593917B4F2,http://data.europeana.eu/item/09210/EUS_37F273AE920045AFA9B3CFF5829F92D0
